,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail 
23,281459,Page Hill,https://www.singletracks.com/bike-trails/page-hill/,8.0,"These are Mountain bike trails developed by the Central NH NEMBA chapter. Check out this map on their website (http://www.cnhnemba.org/2012/12/updated-map-for-page-hill.html)<br />
<br />
Starting at the parking lot follow a short trail into the woods and then you can turn left or right. I suggest taking a left onto Bear Claw, ride it to Hard Hat. That gets you to an access road which will run under power lines for a while. Don't miss the left onto ""The Dude Abides"". That's an awesome trail with lots of rocky sections, some natural and some man made. <br />
After the Dude decent via Spring which can be quite a bit muddy as I found out. <br />
When you get back to the power lines take a right (the left won't get you very far) and keep riding this access road to Hydra. The access road is a fast ride over exposed rock. Hydra will be your trail back to Bear Claw and the parking lot. It's easy to miss so keep your eyes open. If you go too far you'll be back where Hard Hat comes out.","The trail head for the Page Hill Trails is on Murray Hill Rd in Hill, NH. From Bristol center take 3A south for about 5.2 miles and turn right onto Murray Hill Rd. From Franklin take 3A north for about 7.8 miles and turn left onto Murray Hill Rd. The trailhead is marked by ""Page Hill Trails"" sign after about 2.5 miles.",Hill,New Hampshire,United States,43.53301,-71.76741,Intermediate,,4.4,https://images.singletracks.com/blog/wp-content/uploads/2018/07/20180711_141031-orig.jpg

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,279180,Evans Creek ORV Area,https://www.singletracks.com/bike-trails/evans-creek-orv-area/,40.0,Evans Creek Trailhead provides access to 40 miles of combined four-wheel drive and motorcycle/quad trails of varying difficulty.,"The Evans Creek ORV Area is located 25 miles South of Enumclaw. To reach it, follow State highway 410 four miles west to Buckley. Turn left onto State Highway 165 toward Wilkeson and Carbonado. The entrance to the ORV area is on the left side of the road.",Wilkeson,Washington,United States,46.93738,-121.93714,,,0.0,
1,439619,Carbon River Road,https://www.singletracks.com/bike-trails/carbon-river-road/,5,"After 2006, the National Park Service closed the portion of the Carbon River Road within Mount Rainier National Park to motorize vehicles. Bicycles and hikers are still allowed to use it.",See map.,Carbonado,Washington,United States,46.99496,-121.91550,,,0.0,
2,439632,Carbon River Road,https://www.singletracks.com/bike-trails/carbon-river-road-2/,5,Carbon River Road is a 5 mile section of road that was closed the motorized vehicles in 2006. Bicycles and hikers are more than welcome to use it.,See map.,Carbonado,,,46.99496,-121.91550,,,0.0,
3,279179,Frog Mountain / Trail #1180,https://www.singletracks.com/bike-trails/frog-mountain-trail-1180/,3.0,"This moderate 3.1 mile hike, mountain bike, motor bike or horseback ride begins at Martin Gap at 4,200 foot elevation. Take off on the right side (north) of the road and climb up one mile to Frog Mountain at 5,236 feet. One of the best views of Mt. Rainier is on the climb up to the summit. From Frog Mountain the trail passes through clear-cuts and old-growth forest as youdescend to FS road 74. source: fs.usda.gov","Drive east on State Highway 410 from Enumclaw 21.8 miles to West Fork Road #74. Turn right (south) onto Road #74 and follow it 15.4 miles to the end of road. The trailhead is on the left at the entrance of the parking lot.<br />
There are 30 parking spaces at Martin Gap.",Enumclaw,Washington,United States,47.04518,-121.75497,,Drinking water,0.0,
4,287666,White River Tree Fram,https://www.singletracks.com/bike-trails/white-river-tree-fram/,12.0,"Great place lotts of trails things for beginners to Freeriders. witch out for motercycles lots of loging roads and single track. Have fun. 
LONG LIVE OFF ROAD","go to Enumclaw on Hwy 410 to Bonney Lake, Witch for 214th Ave. East turn right(Safeway on the right), go about 1.5 miles to turn right on 120th street east(fire station at the light you turn right at), go tell you get to 198th ave east. Turn left drive about .7 mile to the Hill side christmas tree farm. Park in the dirt parking lot on th right.",Bonney Lake,Washington,United States,47.13745,-122.16722,Beginner,,1.0,
5,272968,Bud Blancher trail,https://www.singletracks.com/?post_type=bike-trails&p=272968,1.5,Gravel surface.  Repurposed rail bed.,Access from Bud Blancher trailhead in Eatonville. Joins up with Charles Lathrop Pack Forest trail network.,Eatonville,Washington,United States,46.86410,-122.25785,,Fat biking allowed in winter,0.0,
6,272969,Bud Blancher trail,https://www.singletracks.com/bike-trails/bud-blancher-trail/,3.0,Gravel surface.  Repurposed rail bed.,Access from Bud Blancher trailhead in Eatonville.  Joins up with Charles Lathrop Pack Forest trail network.,Eatonville,Washington,United States,46.86410,-122.25785,,Fat biking allowed in winter,0.0,
7,286025,Victor Falls,https://www.singletracks.com/bike-trails/victor-falls/,8.0,"From the parking area, pedal away from 198th Avenue, up a dirt road known as the Main Access Road. At 0.2 miles, pass around a gate. Almost immediately, reach a 4-way and turn left onto a wide trail known as Elevator. Right away it narrows and ascends steeply. Stay on the main trail as you climb, ignoring two trails on the right. The trail crests and seems to end at a dirt road, 0.8 mile. Across the road on the right, though, the trail continues. From here, the trail, known as Route 66, winds then drops. Pass straight through a 4-way at 1.0 mile. At 1.2 miles, reach a T and turn left. At 1.4 miles, reach another T and turn right. Descend and then wind around a swale of low brush that contains the hulk of a white truck. Arrive at a T at 1.8 miles, and turn left. The trail ends at 198th Avenue at 1.9 miles - turn right and ride alongside the paved road. 

At 2.1 miles, find a singletrack that exits the road on the right and take it. The trail winds and twists. Ride straight through a 4-way at 2.4 miles. When the trail divides, 2.7 miles, stay to the right. Pedal straight through another 4-way at 2.9 miles. Reach a gravel road at 3.2 miles - hop on the slightly technical singletrack that continues on the opposite side. When the trail forks, bear right. Reach a T at a narrow road, 3.3 miles, and go right, descending. At 3.6 miles, reach a T and turn right. The narrow road forks at 3.7 miles - bear left. At 3.8 miles, immediately before reaching a T, turn right on a singletrack. Whoa - this is an easy turn to miss. 

The trail, narrow and winding, heads north and is at times brushy and overgrown, as blackberry vines lunge at unprotected skin and spiders, web and all, catch rides on the first bike through. After some good pedaling unmolested by a dividing trail, you\'ll reach a wide dirt road, 4.3 miles. The singletrack begins again on the opposite side of the road after a short jog to the right. At 4.4 miles, ride straight through a 4-way. Stay on the main trail, known as Mustang, as it sweeps back and forth, in and out of the trees, then finally out again. Ignore a trail back on the right at 5.5 miles. Just beyond, the trail splits again and this time bear right.

From here, still out in the open of a clearcut, the singletrack gradually widens. Reach a 4-way of dirt roads at 5.7 miles and proceed straight ahead. At 5.9 miles, arrive at a complicated 4-way intersection at a major gravel road - turn right onto the wide gravel road, ignoring the lesser cut-off road immediately prior on your right. Ride toward a conspicuous stand of trees about one quarter-mile ahead. When the road forks at 6.0 miles, bear right. Ignore a lesser road on the left at 6.1 miles. Bear left at the fork at 6.2 miles. Just when you\'ve had enough of the road riding, find a singletrack on the right, 6.4 miles, that enters that conspicuous stand of trees. This trail is called Cut Your Bars, although after years of use it\'s not quite that technical anymore. 

At 6.7 miles, the trail pops out at a 4-way (three roads, plus your trail). Turn right on the road. When the road forks at 6.9 miles, go left on a narrow dirt road. Ignore a tasty looking singletrack on the right at 7.0 miles. But at 7.1 miles, find another singletrack and turn right. This small area, often referred to as Snickers, bound by the narrow road behind and the Access Road ahead, contains a maze of fun, zippy trails - and a few tours through the maze are well worth your while. At 7.2 miles, reach a fork and bear left. At 7.3 miles, reach a fork and go right. Bear right again at the next fork, then drop down to reach Access Road at 7.5 miles, then turn left. When you arrive at the 4-way, 7.6 miles, you\'ve connected the loop. Go straight through the 4-way, around the gate, and glide back to the parking area at the Christmas tree farm, 7.8 miles. 

Directions: From Bellevue, take Interstate 405 south to Exit 2 in Tukwila. Then head south on Highway 167 toward Puyallup. Take the Highway 410 Exit toward Yakima, and drive east just over 5.5 miles to Bonney Lake. Turn right on South Prairie Road E., and set your odometer to zero. At 1.5 miles, turn right on 214th Avenue E. At 2.4 miles, turn right on 120th Street E. Reach a T at 3.2 miles, and turn left onto 198th Avenue E. At 3.7 miles, find Hillside Farms Christmas Trees on the right. Show some mountain bike courtesy: Don\'t litter or relieve yourself in the parking lot.

"," The huge parcel of land south of Highway 410, bounded by the Puyallup River to the west, the Carbon River to the south, and 198th Avenue E. to the east, commonly known as Victor Falls, is one of the premier mountain bike spots in the south Puget Sound region, and it's all private property.   
A phenomenal number of trails and dirt roads, ranging from easy to technical, crisscross the site, making for excellent exploring. If you want to get lost, this is the place to ride. This loop functions as an excellent introduction to Victor Falls. If you can find it, check out Jim Hendricks' map of the area, which remains remarkably accurate despite logging and some blocks of new houses. Of course more new houses are slated for this area, and logging (in advance of development) may obliterate or re-route even more trails. So be prepared for changes. It must be noted that for years our heroes at Hillside Farms Christmas Trees have allowed mountain bikers to park in the lot from January through the end of October. Don't trash the parking area! Please respect the closure dates so they can sell trees - and they'd sure like it if you bought your Christmas tree there. It should also be noted that the landowner tolerates non-motorized use; be a good citizen out on the trails so we can keep it that way. 
",Bonney Lake,Washington,United States,47.17688,-122.18616,Beginner,,2.5,https://images.singletracks.com/blog/wp-content/uploads/2015/09/image74520-orig-scaled.jpg
8,282632,Summit Ridge,https://www.singletracks.com/bike-trails/summit-ridge/,10.0,"Once parked, just go on the fireroad across the road and keep taking it back until you see a network of trails with a walk up.","Address of where to park to get to the trails:<br />
30700 3rd Ave. Black Diamond WA 98010",Black Diamond,Washington,United States,47.32591,-122.00833,Easiest,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2015/09/image21327-orig-scaled.jpg
9,286026,Foothills Trail,https://www.singletracks.com/bike-trails/foothills-trail-orting/,13.0,"All paved trails. Very few small hills, not steep hills, easy to ride up the hills. Lots of natures, few restrooms, alots of resting spots with benches.","Directions: NW Newberry Hill Road, Silverdale - Main Entrance is at the SE corner of NW Newberry Hill Road and Tieton Place NW at the Klahowya Secondary School. The South Gate is located at the NE corner of Seabeck Hwy NW and NW Holly Road

NOTE: Please do not use Klahowya Secondary School parking lot during school hours.  This lot is available during non-school hours for visitors to Newberry Hill Heritage Park. Parking is available on the entrance road to Klahowya Secondary School.",Bremerton,Washington,United States,47.18480,-122.25051,Beginner,,2.0,https://images.singletracks.com/blog/wp-content/uploads/2014/05/mobile-1400194863-orig.jpg
10,500494,Osborne Mountain Trail #250,https://www.singletracks.com/bike-trails/osborne-mountain-trail-250/,5.45,Osborne Mountain Trail #250 is a 5.45 mile mountain bike trail. OHV riders are allowed on this trail as well.,See map.,Ashford,Washington,United States,46.73434,-121.97027,,,0.0,
11,284493,Clarks Creek Park,https://www.singletracks.com/bike-trails/clarks-creek-park/,6.0,"Two main loops that are at the top.  Both loops are fairly easy with just a <br />
couple difficult inclines and a couple obstacles.  ","From Clarks Creek Park Parking<br />
Follow the fire road grade up from the tennis courts past the small shack. <br />
(If you parked in the south parking lot the shack will be right in front of <br />
you). This doubletrack turns to singletrack with a steep grade up the hill. At <br />
the top are a few loops to ride. There are a couple of mini bridges that drop <br />
to flat up by the school.<br />
<br />
From Fruitland Elementary<br />
Park in the parking lot. Head behind the school. The forest on the backside <br />
of the playfields has the trails. If you go between the portables and enter <br />
the forest you'll find the southern loop right through the trees.",Puyallup,Washington,United States,47.18446,-122.32075,Intermediate,Night riding allowed,3.42,https://images.singletracks.com/blog/wp-content/uploads/2015/03/mobile-1426984408-orig.jpg
12,279178,Grass Mountain / Trail #1170,https://www.singletracks.com/bike-trails/grass-mountain-trail-1170/,6.0,Grass Mountain Trail takes you along ridges of subalpine timber to an open meadow and Mule Springs. Start riding at a junction 3.3 miles down the Christoff Trail 1171. Follow the trail junction west to Grass Mountain. The east route will take you to the Divide Trail 1172. The trail can be primitive and hard to follow. source: fs.usda.gov,"Drive east on State Highway 410, 18 miles to Slippery Creek Road #7125. Follow Road #7125 for 0.2 mile to spur road on right. Follow Road #7125 for 0.2 mile to spur road on right. This spur road is gated with a sign that says ""No Motorized Vehicles."" Follow this road for 1.0 mile to the Christoff Trailhead sign on left.<br />
There is parking for 4 vehicles on road shoulder at the Christoff Trailhead.<br />
Follow the Christoff Trail #1171 for 3.3 miles to junction with Grass Mountain Trail (west) and Divide Trail #1172 (east).",Enumclaw,Washington,United States,47.16101,-121.64461,,,0.0,
13,501838,Teeley Creek Trail #251,https://www.singletracks.com/bike-trails/teeley-creek-trail-251/,4.54,Teeley Creek Trail #251 is a 4.54 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.70497,-121.93187,,,0.0,
14,285659,Lake Sawyer,https://www.singletracks.com/bike-trails/lake-sawyer/,15.0,"This is another web of trails. There are some ladder bridges, drops and other freeride obstacles and plenty of tight and twisty singletrack. No long hard climbs but there are a few steep climbs just as you come around a sharp corners covered in roots.","From Renton take HWY 169 (The Maple Vallye Highway) East towards Black Diamond. After passing through Four Corners look for some power lines. Pass under thoses and then start looking for pull outs to the right. There are several options. You can also turn right onto 288th and park in the small area directly to the left. 
",Black Diamond,Washington,United States,47.32990,-122.01023,Beginner,Night riding allowed,4.33,https://images.singletracks.com/blog/wp-content/uploads/2016/03/photo4-orig.jpg
15,411474,Big Creek Trail #252,https://www.singletracks.com/bike-trails/big-creek-trail-252/,2.12,Big Creek Trail #252 is a 2.12 mile mountain bike trail. No motorized use from March 1 to June 30.,See map.,Eatonville,Washington,United States,,,,,0.0,
16,276190,Kid's Loop,https://www.singletracks.com/bike-trails/kids-loop/,1.0,A cross country fitness trail suitable for kids and parents alike,Starting from the new 169 Parking Lot head east past the kiosk and take the first left.  Trail will flow in a clockwise direction bring you back to almost where you started.,Black Diamond,Washington,United States,47.33607,-122.01339,,Restrooms,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/169Lot1-orig-scaled.jpg
17,276189,Kathleen's Traverse,https://www.singletracks.com/bike-trails/kathleens-traverse/,1.0,This is a connector trail.  You can access many of the trails of Black Diamond Open Space from this trail.,"Starting at the new 169 Parking Lot, ride past the kiosk and take the first right, which is Kid's Loop.  Ride the loop about half way around and you will find where the Kathleen's Traverse takes off at a hard left.",Black Diamond,Washington,United States,47.33670,-122.01162,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2016/07/KathleensTraverse1-orig-scaled.jpg
18,493378,Grassy,https://www.singletracks.com/bike-trails/grassy-2/,0.14,Grassy is a 0.14 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
19,503036,Brain Wave,https://www.singletracks.com/bike-trails/brain-wave/,0.45,Brain Wave is a 0.45 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
20,437940,Brain Bucket,https://www.singletracks.com/bike-trails/brain-bucket/,1.06,Brain Bucket is a 1.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
21,493398,Greenwood Lake Trail #253,https://www.singletracks.com/bike-trails/greenwood-lake-trail-253/,3.51,Greenwood Lake Trail #253 is a 3.51 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.66184,-121.91618,,,0.0,
22,489065,Fresh Squeezed,https://www.singletracks.com/bike-trails/fresh-squeezed/,0.95,Fresh Squeezed is a 0.95 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
23,486485,Dirt Road,https://www.singletracks.com/bike-trails/dirt-road/,0.4,Dirt Road is a 0.4 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
24,501674,Schrader,https://www.singletracks.com/bike-trails/schrader/,0.18,Schrader is a 0.18 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
25,495592,Humpty Dumpty,https://www.singletracks.com/bike-trails/humpty-dumpty/,0.17,Humpty Dumpty is a 0.17 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
26,502852,Big Beaver,https://www.singletracks.com/bike-trails/big-beaver/,1.44,Upper Beaver Loop is a 1.44 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
27,502891,'Lil Red,https://www.singletracks.com/bike-trails/lil-red/,0.11,'Lil Red is a 0.11 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
28,402537,Bali To Ponds,https://www.singletracks.com/bike-trails/bali-to-ponds/,0.06,Bali To Ponds is a 0.06 mile mountain bike trail.,See map.,Black Diamond,Washington,United States,47.34817,-122.00081,,,0.0,
29,282456,Henry's Ridge,https://www.singletracks.com/bike-trails/henrys-ridge-6170/,8.0,"I think the best way to ride the trails is to just ride around them and explore until you get familiar with them. There really isn't enough space to get lost too badly. It is pretty good singletrack riding and is good for all levels of riders. If you get bored of these trails, you can ride over to the Summit Ridge area for more fun.",Driving north on 169 from Black Diamond turn right on 276th. Follow the road until you come to a water tower. Make a right onto the road across the street from the water tower (253rd Pl.). Go past 279th Pl. and you can hop onto the trails on the left.,Maple Valley,Washington,United States,47.35061,-122.00306,Intermediate,,4.0,https://images.singletracks.com/blog/wp-content/uploads/2015/08/IMAG0598-orig-scaled.jpg
30,498907,Ogre,https://www.singletracks.com/bike-trails/ogre/,0.23,Ogre is a 0.23 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
31,500506,Rabbithole,https://www.singletracks.com/bike-trails/rabbithole/,0.15,Rabbithole is a 0.15 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
32,411425,Big Bad Wolf,https://www.singletracks.com/bike-trails/big-bad-wolf/,0.27,Big Bad Wolf is a 0.27 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
33,493313,Gnome,https://www.singletracks.com/bike-trails/gnome/,0.37,Gnome is a 0.37 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
34,498735,Lorax,https://www.singletracks.com/bike-trails/lorax/,0.06,Lorax is a 0.06 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
35,486457,Derailer,https://www.singletracks.com/bike-trails/derailer/,0.56,Derailer is a 0.56 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
36,502893,Water Tower Access Road,https://www.singletracks.com/bike-trails/water-tower-access-road/,0.22,Water Tower Access Road is a 0.22 mile mountain bike trail.,See map.,Maple Valley,Washington,United States,,,,,0.0,
37,364896,Allen Mountain Trail #269,https://www.singletracks.com/bike-trails/allen-mountain-trail-269-1589471131/,3.3,Allen Mountain Trail is a 3.3 mile mountain bike trail.,See map.,Ashford,Washington,United States,46.65669,-121.84326,,,0.0,
38,281943,Taylor Mountain Forest,https://www.singletracks.com/bike-trails/taylor-mountain-forest/,10.0,Great trails.,There is a small gravel lot off of 276th Ave SE near the intersection with SE 188th St. Roadside shoulder parking is also available.,Seattle,Washington,United States,47.43294,-121.97117,Intermediate,Night riding allowed,2.0,https://images.singletracks.com/blog/wp-content/uploads/2016/09/20160910_14595514683-orig-scaled.jpg
39,278846,Lake Youngs,https://www.singletracks.com/bike-trails/lake-youngs/,9,"mostly loose gravel, features multiple ups and downs some of which quiet steep, couple of miles could be called ""singletrack replica""",intersection of 148th Ave. and 183rd St.,Kent,Washington,United States,47.43751,-122.14385,Easiest,Restrooms,3.5,https://images.singletracks.com/blog/wp-content/uploads/2016/07/20160715_122514-orig-scaled.jpg
40,287351,Rattlesnake Mtn,https://www.singletracks.com/bike-trails/rattlesnake-mtn/,20.0,Nine mile uphill climb to the top at 3500'.,Just off the intersection of I-90 and Highway 18. ,North Bend,Washington,United States,47.43369,-121.76812,,Night riding allowed,3.0,https://images.singletracks.com/blog/wp-content/uploads/2005/04/1114137846-orig.jpg
41,287016,South Seatac,https://www.singletracks.com/bike-trails/south-seatac/,7.0,"The area was an old housing development till the planes got to loud and the houses had to be moved. There is a combination of old roadways and single track. There is slightly rolling terrain, with enough technical sections to keep it interesting. If you look there are a few jumps and an occasional small drop.",I-5 to the 200th Street exit. Follow 200th west across Highway 99.  The entrance is atthe bottom of a steep hill. On your right will be Tyee Golf course. The entrance is on the left.,Seatac,Washington,United States,47.42252,-122.30591,Beginner,,3.29,https://images.singletracks.com/blog/wp-content/uploads/2013/11/mobile-1383455424-0-orig.jpg
42,498753,Lower No Service,https://www.singletracks.com/bike-trails/lower-no-service/,0.53,Lower No Service is a 0.53 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
43,498878,No Service Jump line,https://www.singletracks.com/bike-trails/no-service-jump-line/,0.6,No Service Jump line is a 0.6 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
44,495816,Invictus,https://www.singletracks.com/bike-trails/invictus/,0.81,Invictus is a 0.81 mile mountain bike trail.,See map.,Snoqualmie,Washington,United States,,,,,0.0,
45,274548,Predator,https://www.singletracks.com/bike-trails/predator/,1.43,Challenging trail.,Tiger mountain. See map.,Issaquah,Washington,United States,47.46642,-121.93091,,,0.0,
46,287937,Tiger Mountain,https://www.singletracks.com/bike-trails/tiger-mountain/,20.0,"Overview:

With many miles of mountain biking trails spanning a wide variety of skill levels and physical challenge - including a bona fide double-diamond DH trail and killer views of Mount Rainier from the summit - Tiger Mountain is one of Seattle's most popular mountain biking destinations.

All trails are open year round, but during the winter months or after significant weather events, the trails are subject to closures: check for updates on this page and on the DNR's Tiger Mountain page here.

There are also many miles of logging roads that are open all year long, but these too may be closed (typically for timber harvest).  Check the DNR link above.
Alert

3 New Trails Open on East Tiger Mt: ""Easy, Tiger"" , ""The Legend"" and ""MegaFauna"" form a lollipop loop off of the Northwest Timber trail. Easy Tiger is a green level 2-way trail that will primarily be used as the return path for The Legend, the more difficult black diamond descent. MegaFauna is a gnarly double black diamond descent.Construction of extensions to the trails will continue this fall. Eventually Easy Tiger will connect all the way to the Raging River State Forest!","Travel West on Hwy 18 from I-5, or East on Hwy 18 from I-90.  There is a gravel parking lot on the North side of the hwy at the crest of Tiger Mountain.  It is apporimately 4 miles from the junction of I-90 and Hwy 18, or about 20 miles from the junction of I-5 and Hwy 18.",Issaquah,Washington,United States,47.46627,-121.93123,Intermediate,"Night riding allowed, Restrooms",4.65,https://images.singletracks.com/blog/wp-content/uploads/2018/05/20180507_123730-orig-scaled.jpg
47,449405,Connector Trail,https://www.singletracks.com/bike-trails/connector-trail-2/,0.39,Connector Trail is a 0.39 mile mountain bike trail.,See map.,Issaquah,Washington,United States,47.46828,-121.93624,,,0.0,
48,495841,Iverson Railroad Trail,https://www.singletracks.com/bike-trails/iverson-railroad-trail/,1.91,Iverson Railroad Trail is a 1.91 mile mountain bike trail.,See map.,Issaquah,Washington,United States,47.46823,-121.93640,,,0.0,
49,280627,Preston Railroad Grade Trail,https://www.singletracks.com/bike-trails/presenton-railroad/,3.23,"One of the few neighborhood mountain trails in the Seattle area still open to mountain bikers is Tiger Mountain. Thus, it's quite popular. The trail has a lot to offer: The forest roads lead up to the singletrack, which in turn leads to the woods, over technical trails shaded by a thick canopy of trees. The singletrack at Tiger Mountain is a great training ground for those learning how to ride technical trails and is especially challenging on wet days. Preston Railroad Grade is also fast but more technical than the Summit Trail, with roots, rocks, some gnar sections and some switchbacks.  It requires very little pedaling in the downhill direction, but can be ridden either way.  It's a challenge in the climbing direction!  Blue Square on the way down, Black Diamond for the way up.","From Seattle take I-90 East to Highway 18. Continue South on Highway 18 for 4.4 miles, until you reach East Tiger Summit on your right. There are two main parking areas, both accessed from the highway 18 summit. The upper area is gated and is locked at 8:00 PM per the sign on the gate. This area also includes pit toilets. The road to the upper area travels travels west just above the lower parking lot.",Seattle,Washington,United States,47.48958,-121.95193,,"Fat biking allowed in winter, Restrooms",0.0,https://images.singletracks.com/blog/wp-content/uploads/2017/10/IMG_0179-orig-scaled.jpg

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,285850,Bull Creek Conservation Area,https://www.singletracks.com/bike-trails/bull-creek-conservation-area/,9.0,"Terrain:  Wetlands that border the St. Johns River.  Open to hunting.  Call first (407-846-5311 or 407-984-4940) for information on hunting status.

The 23,500 acres of Bull Creek are under the management of the St. Johns River Water Management District.  There is an 8.5 mile loop road, an old railroad tram, and trails including a dike trail through this area.  It would be best to go in here only after a prolonged dry spell according to my informants. ","Take I-4 to the Florida Turnpike. Head South on the Turnpike and exit at St. Cloud-192.  Continue East through St. Cloud and approximately 3 - 5 miles past Holopaw Junction turn right on Crabgrass Road.  Follow the signs to the entrance.
",St. Cloud,Florida,United States,28.08316,-80.96223,Easiest,,2.5,
1,274381,Moccasin Island Trail,https://www.singletracks.com/bike-trails/moccasin-island-trail/,13.0,"All double track. The terrain varies between sand, soft grass, soft pack, mud, and hard pack. This is not a technically challenging trail, but a good way to get some miles in. This is a hiking/hunting/bike/running trail. Expect to see a lot of people, cows, and wildlife.",Trailhead is at the northernmost end of Wickham Road.,Viera,Florida,United States,28.23007,-80.81112,Easiest,,3.67,https://images.singletracks.com/blog/wp-content/uploads/2020/05/mobile-1590325627-orig-1.jpg
2,274354,Viera Wetlands,https://www.singletracks.com/bike-trails/viera-wetlands/,3.0,"This is a flat gravel road. The outer loop is 2 miles long and the inner loop is 1 mile. Combined they make a 5k (3.1 mile) loop. There is nothing challenging, but there are many birds, turtles, frogs, snakes, and alligators to see in the wetlands.",Take Wickham Road north up to the Water treatment facility. The entrance is between The facility and the remainder of Wickham Road.,Viera,Florida,United States,28.22841,-80.75984,Easiest,Restrooms,3.0,https://images.singletracks.com/blog/wp-content/uploads/2019/04/mobile-1554656800-orig.jpg
3,288263,Wickham Trails,https://www.singletracks.com/bike-trails/wickham-trails/,8.0,alot of things to climb and even some big jumps just go out there and have some fun.DON`T FORGET YOU`RE CAMEL BACK YOU MIGHT GET LOST!!!!!!!!!!,Go off I-95 at the suntree exit.Drive until you pass a school that looks like a factory and turn left at the stop light (post road).Go to the first stop light and turn right like you are going to go to the other school near there but keep going strait.You are going to go into a big parking lot and look off to the left and you will see a big pavillion.Park near there and you will see a gate just ride through the bike path and you will ride down a trail and end up in a park just look around for trail entrances and you`ll be there all day,Melbourne,Florida,United States,28.16353,-80.65955,Beginner,,3.0,https://images.singletracks.com/blog/wp-content/uploads/2002/12/172-1221453517-orig.jpg
4,285852,Hal Scott Preserve / Econlockhatchee River,https://www.singletracks.com/bike-trails/econlockhatchee-river-the-hal-scott-preserve/,15.0,"Terrain: Flat pine woods and oak hammocks.  No real bicycle trails but the doubletrack roads are firm and rideable.  No hunting allowed.

The Hal Scott Preserve consists of 4600 acres bisected by the Econlockhatchee River.  There are approximately 15 miles of good fireroads to explore. Cross the Econlockhatchee on the bridge at Curry's Ford, by wading across wherever it is shallow, or by attempting to make your bike swim!  If you're into bird watching I hear it's good (with kites, ospreys, bald eagles and more ""swimming in the sky"").","Take SR 50 East from Orlando to SR 520.  Continue 1 mile on 520 to the Wedgefield subdivision and turn right on Maxim Parkway.  Turn left on Bancroft, right on Meredith and left on Dallas.  The Hal Scott Preserve will be on the right after the power lines.",Orlando,Florida,United States,28.48636,-81.09580,Easiest,,2.71,https://images.singletracks.com/blog/wp-content/uploads/2015/10/imagejpeg97417-orig-scaled.jpg
5,274379,Ulumay Sanctuary,https://www.singletracks.com/bike-trails/ulumay-sanctuary/,6.0,"There used to be some single track on the last mile of the west trail, but it's now only a long fire road. The east trail is shorter, but at the end (1.55 miles) there is a rough single track that leads to a residential neighborhood. This is not a challenging trail, but there is plenty of wildlife and a good way to get some miles in.",The main trailhead is on the west side of Old Audubon Road in Merritt Island. Just off of Sykes Creek Pkwy.,Merritt Island,Florida,United States,28.40320,-80.66256,,,0.0,

,id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
0,277912,Thetford Academy Flow Trail,https://www.singletracks.com/bike-trails/thetford-academy-flow-trail/,1.0,"Opened to the public October 12, 2019.",See map.,Thetford,Vermont,United States,43.81476,-72.22929,,,0.0,
